timestamp,stream_id,last_frame_age
1769623701,cnn_internacional,30
1769623701,bonvoy_tv,30
1769623701,cnn_espanhol,30
1769623701,canal_hotel,30
1769623701,GLOBO,0
1769623711,cnn_internacional,30
1769623711,bonvoy_tv,30
1769623711,cnn_espanhol,30
1769623711,canal_hotel,30
1769623711,GLOBO,1
1769623721,cnn_internacional,30
1769623721,bonvoy_tv,30
1769623721,cnn_espanhol,30
1769623721,canal_hotel,30
1769623721,GLOBO,1
1769623731,cnn_internacional,30
1769623731,bonvoy_tv,30
1769623731,cnn_espanhol,30
1769623731,canal_hotel,30
1769623731,GLOBO,0
1769623741,cnn_internacional,30
1769623741,bonvoy_tv,30
1769623741,cnn_espanhol,30
1769623741,canal_hotel,30
1769623741,GLOBO,1
1769623760,bonvoy_tv,10
1769623760,cnn_internacional,10
1769623760,canal_hotel,10
1769623760,cnn_espanhol,10
1769623760,GLOBO,0
1769623770,bonvoy_tv,20
1769623770,cnn_internacional,20
1769623770,canal_hotel,20
1769623770,cnn_espanhol,20
1769623770,GLOBO,0
1769623780,bonvoy_tv,30
1769623780,cnn_internacional,30
1769623780,canal_hotel,30
1769623780,cnn_espanhol,30
1769623780,GLOBO,0
1769623790,bonvoy_tv,30
1769623790,cnn_internacional,30
1769623790,canal_hotel,30
1769623790,cnn_espanhol,30
1769623790,GLOBO,0
1769623800,bonvoy_tv,30
1769623800,cnn_internacional,30
1769623800,canal_hotel,30
1769623800,cnn_espanhol,30
1769623800,GLOBO,0
1769623810,bonvoy_tv,30
1769623810,cnn_internacional,30
1769623810,canal_hotel,30
1769623810,cnn_espanhol,30
1769623810,GLOBO,1
1769623820,bonvoy_tv,30
1769623820,cnn_internacional,30
1769623820,canal_hotel,30
1769623820,cnn_espanhol,30
1769623820,GLOBO,0
1769623830,bonvoy_tv,30
1769623830,cnn_internacional,30
1769623830,canal_hotel,30
1769623830,cnn_espanhol,30
1769623830,GLOBO,0
1769623840,bonvoy_tv,30
1769623840,cnn_internacional,30
1769623840,canal_hotel,30
1769623840,cnn_espanhol,30
1769623840,GLOBO,1
1769623850,bonvoy_tv,30
1769623850,cnn_internacional,30
1769623850,canal_hotel,30
1769623850,cnn_espanhol,30
1769623850,GLOBO,0
1769623860,bonvoy_tv,30
1769623860,cnn_internacional,30
1769623860,canal_hotel,30
1769623860,cnn_espanhol,30
1769623860,GLOBO,0
1769623870,bonvoy_tv,30
1769623870,cnn_internacional,30
1769623870,canal_hotel,30
1769623870,cnn_espanhol,30
1769623870,GLOBO,0
1769623880,bonvoy_tv,30
1769623880,cnn_internacional,30
1769623880,canal_hotel,30
1769623880,cnn_espanhol,30
1769623880,GLOBO,0
1769623890,bonvoy_tv,30
1769623890,cnn_internacional,30
1769623890,canal_hotel,30
1769623890,cnn_espanhol,30
1769623890,GLOBO,1
1769623900,bonvoy_tv,30
1769623900,cnn_internacional,30
1769623900,canal_hotel,30
1769623900,cnn_espanhol,30
1769623900,GLOBO,0
1769623910,bonvoy_tv,30
1769623910,cnn_internacional,30
1769623910,canal_hotel,30
1769623910,cnn_espanhol,30
1769623910,GLOBO,0
1769623920,bonvoy_tv,30
1769623920,cnn_internacional,30
1769623920,canal_hotel,30
1769623920,cnn_espanhol,30
1769623920,GLOBO,0
1769623930,bonvoy_tv,30
1769623930,cnn_internacional,30
1769623930,canal_hotel,30
1769623930,cnn_espanhol,30
1769623930,GLOBO,0
1769623940,bonvoy_tv,30
1769623940,cnn_internacional,30
1769623940,canal_hotel,30
1769623940,cnn_espanhol,30
1769623940,GLOBO,1
1769623950,bonvoy_tv,30
1769623950,cnn_internacional,30
1769623950,canal_hotel,30
1769623950,cnn_espanhol,30
1769623950,GLOBO,0
1769623960,bonvoy_tv,30
1769623960,cnn_internacional,30
1769623960,canal_hotel,30
1769623960,cnn_espanhol,30
1769623960,GLOBO,0
1769623970,bonvoy_tv,30
1769623970,cnn_internacional,30
1769623970,canal_hotel,30
1769623970,cnn_espanhol,30
1769623970,GLOBO,0
1769623980,bonvoy_tv,30
1769623980,cnn_internacional,30
1769623980,canal_hotel,30
1769623980,cnn_espanhol,30
1769623980,GLOBO,0
1769623990,bonvoy_tv,30
1769623990,cnn_internacional,30
1769623990,canal_hotel,30
1769623990,cnn_espanhol,30
1769623990,GLOBO,1
1769624000,bonvoy_tv,30
1769624000,cnn_internacional,30
1769624000,canal_hotel,30
1769624000,cnn_espanhol,30
1769624000,GLOBO,0
1769624010,bonvoy_tv,30
1769624010,cnn_internacional,30
1769624010,canal_hotel,30
1769624010,cnn_espanhol,30
1769624010,GLOBO,0
1769624020,bonvoy_tv,30
1769624020,cnn_internacional,30
1769624020,canal_hotel,30
1769624020,cnn_espanhol,30
1769624020,GLOBO,0
1769624030,bonvoy_tv,30
1769624030,cnn_internacional,30
1769624030,canal_hotel,30
1769624030,cnn_espanhol,30
1769624030,GLOBO,0
1769624040,bonvoy_tv,30
1769624040,cnn_internacional,30
1769624040,canal_hotel,30
1769624040,cnn_espanhol,30
1769624040,GLOBO,0
1769624050,bonvoy_tv,30
1769624050,cnn_internacional,30
1769624050,canal_hotel,30
1769624050,cnn_espanhol,30
1769624050,GLOBO,0
1769624060,bonvoy_tv,30
1769624060,cnn_internacional,30
1769624060,canal_hotel,30
1769624060,cnn_espanhol,30
1769624060,GLOBO,0
1769624070,bonvoy_tv,30
1769624070,cnn_internacional,30
1769624070,canal_hotel,30
1769624070,cnn_espanhol,30
1769624070,GLOBO,1
1769624080,bonvoy_tv,30
1769624080,cnn_internacional,30
1769624080,canal_hotel,30
1769624080,cnn_espanhol,30
1769624080,GLOBO,0
1769624090,bonvoy_tv,30
1769624090,cnn_internacional,30
1769624090,canal_hotel,30
1769624090,cnn_espanhol,30
1769624090,GLOBO,0
1769624100,bonvoy_tv,30
1769624100,cnn_internacional,30
1769624100,canal_hotel,30
1769624100,cnn_espanhol,30
1769624100,GLOBO,0
1769624110,bonvoy_tv,30
1769624110,cnn_internacional,30
1769624110,canal_hotel,30
1769624110,cnn_espanhol,30
1769624110,GLOBO,0
1769624120,bonvoy_tv,30
1769624120,cnn_internacional,30
1769624120,canal_hotel,30
1769624120,cnn_espanhol,30
1769624120,GLOBO,0
1769624130,bonvoy_tv,30
1769624130,cnn_internacional,30
1769624130,canal_hotel,30
1769624130,cnn_espanhol,30
1769624130,GLOBO,0
1769624140,bonvoy_tv,30
1769624140,cnn_internacional,30
1769624140,canal_hotel,30
1769624140,cnn_espanhol,30
1769624140,GLOBO,0
1769624150,bonvoy_tv,30
1769624150,cnn_internacional,30
1769624150,canal_hotel,30
1769624150,cnn_espanhol,30
1769624150,GLOBO,1
1769624172,cnn_internacional,10
1769624172,cnn_espanhol,10
1769624172,bonvoy_tv,10
1769624172,canal_hotel,10
1769624172,GLOBO,0
1769624182,cnn_internacional,20
1769624182,cnn_espanhol,20
1769624182,bonvoy_tv,20
1769624183,canal_hotel,21
1769624183,GLOBO,1
1769624230,canal_hotel,10
1769624230,bonvoy_tv,10
1769624230,cnn_internacional,10
1769624231,cnn_espanhol,11
1769624231,GLOBO,1
1769624241,canal_hotel,21
1769624241,bonvoy_tv,21
1769624241,cnn_internacional,21
1769624241,cnn_espanhol,21
1769624241,GLOBO,0
1769624251,canal_hotel,30
1769624251,bonvoy_tv,30
1769624251,cnn_internacional,30
1769624251,cnn_espanhol,30
1769624251,GLOBO,0
1769624261,canal_hotel,30
1769624261,bonvoy_tv,30
1769624262,cnn_internacional,30
1769624262,cnn_espanhol,30
1769624262,GLOBO,0
1769624272,canal_hotel,30
1769624272,bonvoy_tv,30
1769624272,cnn_internacional,30
1769624272,cnn_espanhol,30
1769624272,GLOBO,0
1769624282,canal_hotel,30
1769624282,bonvoy_tv,30
1769624282,cnn_internacional,30
1769624282,cnn_espanhol,30
1769624282,GLOBO,0
1769624304,bonvoy_tv,10
1769624304,cnn_internacional,10
1769624304,canal_hotel,10
1769624304,GLOBO,0
1769624304,cnn_espanhol,10
1769624370,canal_hotel,10
1769624370,cnn_internacional,10
1769624370,bonvoy_tv,10
1769624370,GLOBO,0
1769624370,cnn_espanhol,10
1769624380,canal_hotel,20
1769624380,cnn_internacional,20
1769624380,bonvoy_tv,20
1769624381,GLOBO,1
1769624381,cnn_espanhol,21
1769624391,canal_hotel,30
1769624391,cnn_internacional,30
1769624391,bonvoy_tv,30
1769624391,GLOBO,1
1769624391,cnn_espanhol,30
1769624401,canal_hotel,30
1769624401,cnn_internacional,30
1769624401,bonvoy_tv,30
1769624401,GLOBO,0
1769624401,cnn_espanhol,30
1769624411,canal_hotel,30
1769624411,cnn_internacional,30
1769624411,bonvoy_tv,30
1769624411,GLOBO,0
1769624411,cnn_espanhol,30
1769624421,canal_hotel,30
1769624421,cnn_internacional,30
1769624421,bonvoy_tv,30
1769624421,GLOBO,0
1769624421,cnn_espanhol,30
1769624431,canal_hotel,30
1769624431,cnn_internacional,30
1769624431,bonvoy_tv,30
1769624432,GLOBO,1
1769624432,cnn_espanhol,30
1769624442,canal_hotel,30
1769624442,cnn_internacional,30
1769624442,bonvoy_tv,30
1769624442,GLOBO,1
1769624442,cnn_espanhol,30
1769624457,cnn_espanhol,10
1769624457,bonvoy_tv,10
1769624457,cnn_internacional,10
1769624457,canal_hotel,10
1769624457,GLOBO,0
1769624467,cnn_espanhol,20
1769624467,bonvoy_tv,20
1769624467,cnn_internacional,20
1769624467,canal_hotel,20
1769624467,GLOBO,0
1769624477,cnn_espanhol,30
1769624477,bonvoy_tv,30
1769624477,cnn_internacional,30
1769624477,canal_hotel,30
1769624478,GLOBO,1
1769624488,cnn_espanhol,30
1769624488,bonvoy_tv,30
1769624488,cnn_internacional,30
1769624488,canal_hotel,30
1769624488,GLOBO,1
1769624498,cnn_espanhol,30
1769624498,bonvoy_tv,30
1769624498,cnn_internacional,30
1769624498,canal_hotel,30
1769624498,GLOBO,0
1769624508,cnn_espanhol,30
1769624508,bonvoy_tv,30
1769624508,cnn_internacional,30
1769624508,canal_hotel,30
1769624508,GLOBO,0
1769624518,cnn_espanhol,30
1769624518,bonvoy_tv,30
1769624518,cnn_internacional,30
1769624518,canal_hotel,30
1769624518,GLOBO,0
1769624528,cnn_espanhol,30
1769624528,bonvoy_tv,30
1769624528,cnn_internacional,30
1769624528,canal_hotel,30
1769624528,GLOBO,0
1769624538,cnn_espanhol,30
1769624538,bonvoy_tv,30
1769624539,cnn_internacional,30
1769624539,canal_hotel,30
1769624539,GLOBO,1
1769624549,cnn_espanhol,30
1769624549,bonvoy_tv,30
1769624549,cnn_internacional,30
1769624549,canal_hotel,30
1769624549,GLOBO,1
1769624559,cnn_espanhol,30
1769624559,bonvoy_tv,30
1769624559,cnn_internacional,30
1769624559,canal_hotel,30
1769624559,GLOBO,0
1769624569,cnn_espanhol,30
1769624569,bonvoy_tv,30
1769624569,cnn_internacional,30
1769624569,canal_hotel,30
1769624569,GLOBO,0
1769624579,cnn_espanhol,30
1769624579,bonvoy_tv,30
1769624579,cnn_internacional,30
1769624579,canal_hotel,30
1769624579,GLOBO,0
1769624589,cnn_espanhol,30
1769624589,bonvoy_tv,30
1769624589,cnn_internacional,30
1769624589,canal_hotel,30
1769624590,GLOBO,1
1769624600,cnn_espanhol,30
1769624600,bonvoy_tv,30
1769624600,cnn_internacional,30
1769624600,canal_hotel,30
1769624600,GLOBO,1
1769624610,cnn_espanhol,30
1769624610,bonvoy_tv,30
1769624610,cnn_internacional,30
1769624610,canal_hotel,30
1769624610,GLOBO,0
1769624626,bonvoy_tv,10
1769624626,cnn_espanhol,10
1769624626,canal_hotel,10
1769624626,cnn_internacional,10
1769624626,GLOBO,0
1769624636,bonvoy_tv,20
1769624636,cnn_espanhol,20
1769624636,canal_hotel,20
1769624636,cnn_internacional,20
1769624636,GLOBO,0
1769624647,bonvoy_tv,30
1769624647,cnn_espanhol,30
1769624647,canal_hotel,30
1769624647,cnn_internacional,30
1769624647,GLOBO,0
1769624657,bonvoy_tv,30
1769624657,cnn_espanhol,30
1769624657,canal_hotel,30
1769624657,cnn_internacional,30
1769624657,GLOBO,0
1769624667,bonvoy_tv,30
1769624667,cnn_espanhol,30
1769624667,canal_hotel,30
1769624667,cnn_internacional,30
1769624667,GLOBO,0
1769624677,bonvoy_tv,30
1769624677,cnn_espanhol,30
1769624677,canal_hotel,30
1769624677,cnn_internacional,30
1769624677,GLOBO,0
1769624687,bonvoy_tv,30
1769624687,cnn_espanhol,30
1769624687,canal_hotel,30
1769624687,cnn_internacional,30
1769624687,GLOBO,0
1769624698,bonvoy_tv,30
1769624698,cnn_espanhol,30
1769624698,canal_hotel,30
1769624698,cnn_internacional,30
1769624698,GLOBO,0
1769624708,bonvoy_tv,30
1769624708,cnn_espanhol,30
1769624708,canal_hotel,30
1769624708,cnn_internacional,30
1769624708,GLOBO,1
1769624718,bonvoy_tv,30
1769624718,cnn_espanhol,30
1769624718,canal_hotel,30
1769624718,cnn_internacional,30
1769624718,GLOBO,0
1769624728,bonvoy_tv,30
1769624728,cnn_espanhol,30
1769624728,canal_hotel,30
1769624728,cnn_internacional,30
1769624728,GLOBO,0
1769624738,bonvoy_tv,30
1769624738,cnn_espanhol,30
1769624738,canal_hotel,30
1769624739,cnn_internacional,30
1769624739,GLOBO,1
1769624749,bonvoy_tv,30
1769624749,cnn_espanhol,30
1769624749,canal_hotel,30
1769624749,cnn_internacional,30
1769624749,GLOBO,0
1769624759,bonvoy_tv,30
1769624759,cnn_espanhol,30
1769624759,canal_hotel,30
1769624759,cnn_internacional,30
1769624759,GLOBO,0
1769624769,bonvoy_tv,30
1769624769,cnn_espanhol,30
1769624769,canal_hotel,30
1769624769,cnn_internacional,30
1769624769,GLOBO,0
1769624779,bonvoy_tv,30
1769624779,cnn_espanhol,30
1769624779,canal_hotel,30
1769624780,cnn_internacional,30
1769624780,GLOBO,1
1769624790,bonvoy_tv,30
1769624790,cnn_espanhol,30
1769624790,canal_hotel,30
1769624790,cnn_internacional,30
1769624790,GLOBO,1
1769624800,bonvoy_tv,30
1769624800,cnn_espanhol,30
1769624800,canal_hotel,30
1769624800,cnn_internacional,30
1769624800,GLOBO,0
1769624810,bonvoy_tv,30
1769624810,cnn_espanhol,30
1769624810,canal_hotel,30
1769624810,cnn_internacional,30
1769624810,GLOBO,0
1769624820,bonvoy_tv,30
1769624821,cnn_espanhol,30
1769624821,canal_hotel,30
1769624821,cnn_internacional,30
1769624821,GLOBO,1
1769624831,bonvoy_tv,30
1769624831,cnn_espanhol,30
1769624831,canal_hotel,30
1769624831,cnn_internacional,30
1769624831,GLOBO,0
1769624841,bonvoy_tv,30
1769624841,cnn_espanhol,30
1769624841,canal_hotel,30
1769624841,cnn_internacional,30
1769624841,GLOBO,0
1769624851,bonvoy_tv,30
1769624851,cnn_espanhol,30
1769624851,canal_hotel,30
1769624851,cnn_internacional,30
1769624852,GLOBO,1
1769624862,bonvoy_tv,30
1769624862,cnn_espanhol,30
1769624862,canal_hotel,30
1769624862,cnn_internacional,30
1769624862,GLOBO,0
1769624872,bonvoy_tv,30
1769624872,cnn_espanhol,30
1769624872,canal_hotel,30
1769624872,cnn_internacional,30
1769624872,GLOBO,0
1769624882,bonvoy_tv,30
1769624882,cnn_espanhol,30
1769624882,canal_hotel,30
1769624882,cnn_internacional,30
1769624883,GLOBO,1
1769624893,bonvoy_tv,30
1769624893,cnn_espanhol,30
1769624893,canal_hotel,30
1769624893,cnn_internacional,30
1769624893,GLOBO,0
1769624903,bonvoy_tv,30
1769624903,cnn_espanhol,30
1769624903,canal_hotel,30
1769624903,cnn_internacional,30
1769624903,GLOBO,0
1769624913,bonvoy_tv,30
1769624913,cnn_espanhol,30
1769624913,canal_hotel,30
1769624913,cnn_internacional,30
1769624913,GLOBO,0
1769624923,bonvoy_tv,30
1769624923,cnn_espanhol,30
1769624923,canal_hotel,30
1769624923,cnn_internacional,30
1769624923,GLOBO,0
1769624934,bonvoy_tv,30
1769624934,cnn_espanhol,30
1769624934,canal_hotel,30
1769624934,cnn_internacional,30
1769624934,GLOBO,1
1769624944,bonvoy_tv,30
1769624944,cnn_espanhol,30
1769624944,canal_hotel,30
1769624944,cnn_internacional,30
1769624944,GLOBO,0
1769624954,bonvoy_tv,30
1769624954,cnn_espanhol,30
1769624954,canal_hotel,30
1769624954,cnn_internacional,30
1769624954,GLOBO,0
1769624964,bonvoy_tv,30
1769624964,cnn_espanhol,30
1769624964,canal_hotel,30
1769624964,cnn_internacional,30
1769624965,GLOBO,1
1769624975,bonvoy_tv,30
1769624975,cnn_espanhol,30
1769624975,canal_hotel,30
1769624975,cnn_internacional,30
1769624975,GLOBO,0
1769624985,bonvoy_tv,30
1769624985,cnn_espanhol,30
1769624985,canal_hotel,30
1769624985,cnn_internacional,30
1769624985,GLOBO,1
1769624995,bonvoy_tv,30
1769624995,cnn_espanhol,30
1769624995,canal_hotel,30
1769624995,cnn_internacional,30
1769624995,GLOBO,0
1769625005,bonvoy_tv,30
1769625005,cnn_espanhol,30
1769625005,canal_hotel,30
1769625006,cnn_internacional,30
1769625006,GLOBO,0
1769625016,bonvoy_tv,30
1769625016,cnn_espanhol,30
1769625016,canal_hotel,30
1769625016,cnn_internacional,30
1769625016,GLOBO,0
1769625026,bonvoy_tv,30
1769625026,cnn_espanhol,30
1769625026,canal_hotel,30
1769625026,cnn_internacional,30
1769625026,GLOBO,0
1769625036,bonvoy_tv,30
1769625037,cnn_espanhol,30
1769625037,canal_hotel,30
1769625037,cnn_internacional,30
1769625037,GLOBO,0
1769625047,bonvoy_tv,30
1769625047,cnn_espanhol,30
1769625047,canal_hotel,30
1769625047,cnn_internacional,30
1769625047,GLOBO,0
1769625057,bonvoy_tv,30
1769625057,cnn_espanhol,30
1769625057,canal_hotel,30
1769625057,cnn_internacional,30
1769625058,GLOBO,1
1769625068,bonvoy_tv,30
1769625068,cnn_espanhol,30
1769625068,canal_hotel,30
1769625068,cnn_internacional,30
1769625068,GLOBO,1
1769625078,bonvoy_tv,30
1769625078,cnn_espanhol,30
1769625078,canal_hotel,30
1769625078,cnn_internacional,30
1769625078,GLOBO,0
1769625088,bonvoy_tv,30
1769625088,cnn_espanhol,30
1769625088,canal_hotel,30
1769625088,cnn_internacional,30
1769625088,GLOBO,0
1769625098,bonvoy_tv,30
1769625099,cnn_espanhol,30
1769625099,canal_hotel,30
1769625099,cnn_internacional,30
1769625099,GLOBO,1
1769625109,bonvoy_tv,30
1769625109,cnn_espanhol,30
1769625109,canal_hotel,30
1769625109,cnn_internacional,30
1769625109,GLOBO,0
1769625119,bonvoy_tv,30
1769625119,cnn_espanhol,30
1769625119,canal_hotel,30
1769625119,cnn_internacional,30
1769625119,GLOBO,0
1769625129,bonvoy_tv,30
1769625129,cnn_espanhol,30
1769625129,canal_hotel,30
1769625130,cnn_internacional,30
1769625130,GLOBO,1
1769625140,bonvoy_tv,30
1769625140,cnn_espanhol,30
1769625140,canal_hotel,30
1769625140,cnn_internacional,30
1769625140,GLOBO,0
1769625150,bonvoy_tv,30
1769625150,cnn_espanhol,30
1769625150,canal_hotel,30
1769625150,cnn_internacional,30
1769625150,GLOBO,0
1769625160,bonvoy_tv,30
1769625160,cnn_espanhol,30
1769625160,canal_hotel,30
1769625160,cnn_internacional,30
1769625161,GLOBO,1
1769625171,bonvoy_tv,30
1769625171,cnn_espanhol,30
1769625171,canal_hotel,30
1769625171,cnn_internacional,30
1769625171,GLOBO,0
1769625181,bonvoy_tv,30
1769625181,cnn_espanhol,30
1769625181,canal_hotel,30
1769625181,cnn_internacional,30
1769625181,GLOBO,0
1769625191,bonvoy_tv,30
1769625192,cnn_espanhol,30
1769625192,canal_hotel,30
1769625192,cnn_internacional,30
1769625192,GLOBO,1
1769625202,bonvoy_tv,30
1769625202,cnn_espanhol,30
1769625202,canal_hotel,30
1769625202,cnn_internacional,30
1769625202,GLOBO,0
1769625212,bonvoy_tv,30
1769625212,cnn_espanhol,30
1769625213,canal_hotel,30
1769625213,cnn_internacional,30
1769625213,GLOBO,0
1769625223,bonvoy_tv,30
1769625223,cnn_espanhol,30
1769625223,canal_hotel,30
1769625223,cnn_internacional,30
1769625223,GLOBO,0
1769625233,bonvoy_tv,30
1769625233,cnn_espanhol,30
1769625233,canal_hotel,30
1769625233,cnn_internacional,30
1769625233,GLOBO,0
1769625244,bonvoy_tv,30
1769625244,cnn_espanhol,30
1769625244,canal_hotel,30
1769625244,cnn_internacional,30
1769625244,GLOBO,1
1769625254,bonvoy_tv,30
1769625254,cnn_espanhol,30
1769625254,canal_hotel,30
1769625254,cnn_internacional,30
1769625254,GLOBO,0
1769625264,bonvoy_tv,30
1769625264,cnn_espanhol,30
1769625264,canal_hotel,30
1769625264,cnn_internacional,30
1769625264,GLOBO,0
1769625286,cnn_internacional,10
1769625286,canal_hotel,10
1769625287,bonvoy_tv,11
1769625287,cnn_espanhol,11
1769625287,GLOBO,1
1769625297,cnn_internacional,21
1769625297,canal_hotel,21
1769625297,bonvoy_tv,21
1769625297,cnn_espanhol,21
1769625297,GLOBO,0
1769625307,cnn_internacional,30
1769625307,canal_hotel,30
1769625307,bonvoy_tv,30
1769625307,cnn_espanhol,30
1769625307,GLOBO,0
1769625317,cnn_internacional,30
1769625317,canal_hotel,30
1769625317,bonvoy_tv,30
1769625318,cnn_espanhol,30
1769625318,GLOBO,1
1769625328,cnn_internacional,30
1769625328,canal_hotel,30
1769625328,bonvoy_tv,30
1769625328,cnn_espanhol,30
1769625328,GLOBO,0
1769625338,cnn_internacional,30
1769625338,canal_hotel,30
1769625338,bonvoy_tv,30
1769625338,cnn_espanhol,30
1769625338,GLOBO,0
1769625348,cnn_internacional,30
1769625348,canal_hotel,30
1769625348,bonvoy_tv,30
1769625348,cnn_espanhol,30
1769625349,GLOBO,1
1769625359,cnn_internacional,30
1769625359,canal_hotel,30
1769625359,bonvoy_tv,30
1769625359,cnn_espanhol,30
1769625359,GLOBO,1
1769625369,cnn_internacional,30
1769625369,canal_hotel,30
1769625369,bonvoy_tv,30
1769625369,cnn_espanhol,30
1769625369,GLOBO,0
1769625379,cnn_internacional,30
1769625379,canal_hotel,30
1769625380,bonvoy_tv,30
1769625380,cnn_espanhol,30
1769625380,GLOBO,0
1769625390,cnn_internacional,30
1769625390,canal_hotel,30
1769625390,bonvoy_tv,30
1769625390,cnn_espanhol,30
1769625390,GLOBO,0
1769625400,cnn_internacional,30
1769625401,canal_hotel,30
1769625401,bonvoy_tv,30
1769625401,cnn_espanhol,30
1769625401,GLOBO,1
1769625411,cnn_internacional,30
1769625411,canal_hotel,30
1769625411,bonvoy_tv,30
1769625411,cnn_espanhol,30
1769625411,GLOBO,0
1769625421,cnn_internacional,30
1769625421,canal_hotel,30
1769625421,bonvoy_tv,30
1769625422,cnn_espanhol,30
1769625422,GLOBO,0
1769625432,cnn_internacional,30
1769625432,canal_hotel,30
1769625432,bonvoy_tv,30
1769625432,cnn_espanhol,30
1769625432,GLOBO,0
1769625442,cnn_internacional,30
1769625442,canal_hotel,30
1769625442,bonvoy_tv,30
1769625442,cnn_espanhol,30
1769625442,GLOBO,0
1769625452,cnn_internacional,30
1769625452,canal_hotel,30
1769625453,bonvoy_tv,30
1769625453,cnn_espanhol,30
1769625453,GLOBO,1
1769625463,cnn_internacional,30
1769625463,canal_hotel,30
1769625463,bonvoy_tv,30
1769625463,cnn_espanhol,30
1769625463,GLOBO,0
1769625473,cnn_internacional,30
1769625473,canal_hotel,30
1769625473,bonvoy_tv,30
1769625473,cnn_espanhol,30
1769625473,GLOBO,0
1769625484,cnn_internacional,30
1769625484,canal_hotel,30
1769625484,bonvoy_tv,30
1769625484,cnn_espanhol,30
1769625484,GLOBO,1
1769625494,cnn_internacional,30
1769625494,canal_hotel,30
1769625494,bonvoy_tv,30
1769625494,cnn_espanhol,30
1769625494,GLOBO,0
1769625504,cnn_internacional,30
1769625504,canal_hotel,30
1769625505,bonvoy_tv,30
1769625505,cnn_espanhol,30
1769625505,GLOBO,0
1769625515,cnn_internacional,30
1769625515,canal_hotel,30
1769625515,bonvoy_tv,30
